Gênero,Faixa etária,Estado civil,Escolaridade,Eleitorado,Com biometria,Com biometria (%),Com nome social,Com deficiência,Data de carga
FEMININO,40 a 44 anos                  ,DIVORCIADO,LÊ E ESCREVE,3,2,0.6667,0,1,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,DIVORCIADO,SUPERIOR COMPLETO,80,60,0.75,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,DIVORCIADO,SUPERIOR INCOMPLETO,30,25,0.8333,0,1,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL COMPLETO,3,1,0.3333,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL INCOMPLETO,9,3,0.3333,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO COMPLETO,27,12,0.4444,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO INCOMPLETO,3,0,0,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,SEPARADO JUDICIALMENTE,SUPERIOR COMPLETO,6,1,0.1667,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,SEPARADO JUDICIALMENTE,SUPERIOR INCOMPLETO,4,1,0.25,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,SOLTEIRO,ANALFABETO,65,12,0.1846,0,2,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL COMPLETO,459,90,0.1961,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL INCOMPLETO,1600,267,0.1669,0,3,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,SOLTEIRO,ENSINO MÉDIO COMPLETO,1609,613,0.381,0,2,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,SOLTEIRO,ENSINO MÉDIO INCOMPLETO,1254,109,0.0869,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,SOLTEIRO,LÊ E ESCREVE,146,27,0.1849,0,2,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,SOLTEIRO,SUPERIOR COMPLETO,219,161,0.7352,0,1,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,SOLTEIRO,SUPERIOR INCOMPLETO,131,59,0.4504,0,1,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,VIÚVO,ANALFABETO,1,1,1,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,VIÚVO,ENSINO FUNDAMENTAL COMPLETO,4,1,0.25,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,VIÚVO,ENSINO FUNDAMENTAL INCOMPLETO,15,6,0.4,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,VIÚVO,ENSINO MÉDIO COMPLETO,14,11,0.7857,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,VIÚVO,ENSINO MÉDIO INCOMPLETO,6,1,0.1667,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,VIÚVO,LÊ E ESCREVE,2,2,1,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,VIÚVO,SUPERIOR COMPLETO,4,4,1,0,0,2022-07-11 22:32:34
FEMININO,40 a 44 anos                  ,VIÚVO,SUPERIOR INCOMPLETO,5,3,0.6,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,CASADO,ANALFABETO,20,10,0.5,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,CASADO,ENSINO FUNDAMENTAL COMPLETO,273,109,0.3993,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,CASADO,ENSINO FUNDAMENTAL INCOMPLETO,978,332,0.3395,0,1,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,CASADO,ENSINO MÉDIO COMPLETO,1134,683,0.6023,0,4,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,CASADO,ENSINO MÉDIO INCOMPLETO,278,103,0.3705,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,CASADO,LÊ E ESCREVE,127,39,0.3071,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,CASADO,SUPERIOR COMPLETO,352,259,0.7358,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,CASADO,SUPERIOR INCOMPLETO,102,66,0.6471,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,DIVORCIADO,ANALFABETO,2,1,0.5,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL COMPLETO,37,26,0.7027,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL INCOMPLETO,85,56,0.6588,0,1,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,DIVORCIADO,ENSINO MÉDIO COMPLETO,181,118,0.6519,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,DIVORCIADO,ENSINO MÉDIO INCOMPLETO,34,21,0.6176,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,DIVORCIADO,LÊ E ESCREVE,6,2,0.3333,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,DIVORCIADO,SUPERIOR COMPLETO,74,64,0.8649,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,DIVORCIADO,SUPERIOR INCOMPLETO,23,13,0.5652,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SEPARADO JUDICIALMENTE,ANALFABETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL COMPLETO,9,1,0.1111,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL INCOMPLETO,20,6,0.3,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO COMPLETO,28,15,0.5357,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO INCOMPLETO,6,0,0,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SEPARADO JUDICIALMENTE,LÊ E ESCREVE,1,1,1,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SEPARADO JUDICIALMENTE,SUPERIOR COMPLETO,10,7,0.7,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SEPARADO JUDICIALMENTE,SUPERIOR INCOMPLETO,3,1,0.3333,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SOLTEIRO,ANALFABETO,82,26,0.3171,0,5,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL COMPLETO,338,88,0.2604,0,2,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL INCOMPLETO,1702,363,0.2133,0,3,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SOLTEIRO,ENSINO MÉDIO COMPLETO,921,417,0.4528,1,3,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SOLTEIRO,ENSINO MÉDIO INCOMPLETO,627,89,0.1419,0,1,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SOLTEIRO,LÊ E ESCREVE,249,48,0.1928,0,2,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SOLTEIRO,SUPERIOR COMPLETO,170,122,0.7176,0,1,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,SOLTEIRO,SUPERIOR INCOMPLETO,57,21,0.3684,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,VIÚVO,ANALFABETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,VIÚVO,ENSINO FUNDAMENTAL COMPLETO,12,7,0.5833,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,VIÚVO,ENSINO FUNDAMENTAL INCOMPLETO,33,18,0.5455,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,VIÚVO,ENSINO MÉDIO COMPLETO,26,15,0.5769,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,VIÚVO,ENSINO MÉDIO INCOMPLETO,6,3,0.5,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,VIÚVO,LÊ E ESCREVE,4,3,0.75,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,VIÚVO,SUPERIOR COMPLETO,7,6,0.8571,0,0,2022-07-11 22:32:34
FEMININO,45 a 49 anos                  ,VIÚVO,SUPERIOR INCOMPLETO,2,2,1,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,CASADO,ANALFABETO,44,8,0.1818,0,2,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,CASADO,ENSINO FUNDAMENTAL COMPLETO,312,141,0.4519,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,CASADO,ENSINO FUNDAMENTAL INCOMPLETO,1302,450,0.3456,0,3,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,CASADO,ENSINO MÉDIO COMPLETO,854,525,0.6148,0,4,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,CASADO,ENSINO MÉDIO INCOMPLETO,235,86,0.366,0,1,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,CASADO,LÊ E ESCREVE,223,59,0.2646,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,CASADO,SUPERIOR COMPLETO,260,193,0.7423,0,1,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,CASADO,SUPERIOR INCOMPLETO,57,32,0.5614,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,DIVORCIADO,ANALFABETO,7,6,0.8571,0,1,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL COMPLETO,37,22,0.5946,0,1,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL INCOMPLETO,155,91,0.5871,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,DIVORCIADO,ENSINO MÉDIO COMPLETO,169,128,0.7574,0,2,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,DIVORCIADO,ENSINO MÉDIO INCOMPLETO,39,21,0.5385,1,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,DIVORCIADO,LÊ E ESCREVE,9,6,0.6667,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,DIVORCIADO,SUPERIOR COMPLETO,69,56,0.8116,0,1,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,DIVORCIADO,SUPERIOR INCOMPLETO,10,7,0.7,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL COMPLETO,11,6,0.5455,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL INCOMPLETO,34,9,0.2647,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO COMPLETO,35,19,0.5429,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO INCOMPLETO,7,1,0.1429,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SEPARADO JUDICIALMENTE,LÊ E ESCREVE,3,1,0.3333,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SEPARADO JUDICIALMENTE,SUPERIOR COMPLETO,9,6,0.6667,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SEPARADO JUDICIALMENTE,SUPERIOR INCOMPLETO,2,2,1,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SOLTEIRO,ANALFABETO,88,23,0.2614,0,3,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL COMPLETO,289,80,0.2768,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL INCOMPLETO,1358,301,0.2216,0,5,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SOLTEIRO,ENSINO MÉDIO COMPLETO,519,262,0.5048,0,3,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SOLTEIRO,ENSINO MÉDIO INCOMPLETO,283,48,0.1696,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SOLTEIRO,LÊ E ESCREVE,241,58,0.2407,0,1,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SOLTEIRO,SUPERIOR COMPLETO,123,91,0.7398,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,SOLTEIRO,SUPERIOR INCOMPLETO,40,13,0.325,0,1,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,VIÚVO,ANALFABETO,4,2,0.5,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,VIÚVO,ENSINO FUNDAMENTAL COMPLETO,17,11,0.6471,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,VIÚVO,ENSINO FUNDAMENTAL INCOMPLETO,72,43,0.5972,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,VIÚVO,ENSINO MÉDIO COMPLETO,51,36,0.7059,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,VIÚVO,ENSINO MÉDIO INCOMPLETO,10,6,0.6,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,VIÚVO,LÊ E ESCREVE,4,3,0.75,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,VIÚVO,SUPERIOR COMPLETO,10,7,0.7,0,0,2022-07-11 22:32:34
FEMININO,50 a 54 anos                  ,VIÚVO,SUPERIOR INCOMPLETO,6,5,0.8333,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,CASADO,ANALFABETO,89,27,0.3034,0,4,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,CASADO,ENSINO FUNDAMENTAL COMPLETO,360,149,0.4139,0,1,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,CASADO,ENSINO FUNDAMENTAL INCOMPLETO,1325,472,0.3562,0,3,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,CASADO,ENSINO MÉDIO COMPLETO,524,330,0.6298,0,2,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,CASADO,ENSINO MÉDIO INCOMPLETO,145,62,0.4276,0,2,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,CASADO,LÊ E ESCREVE,316,71,0.2247,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,CASADO,SUPERIOR COMPLETO,161,124,0.7702,0,1,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,CASADO,SUPERIOR INCOMPLETO,49,28,0.5714,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,DIVORCIADO,ANALFABETO,7,4,0.5714,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL COMPLETO,66,41,0.6212,0,1,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL INCOMPLETO,177,102,0.5763,0,1,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,DIVORCIADO,ENSINO MÉDIO COMPLETO,159,101,0.6352,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,DIVORCIADO,ENSINO MÉDIO INCOMPLETO,30,14,0.4667,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,DIVORCIADO,LÊ E ESCREVE,22,15,0.6818,0,1,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,DIVORCIADO,SUPERIOR COMPLETO,58,40,0.6897,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,DIVORCIADO,SUPERIOR INCOMPLETO,11,7,0.6364,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,NÃO INFORMADO,ANALFABETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,NÃO INFORMADO,ENSINO FUNDAMENTAL INCOMPLETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,NÃO INFORMADO,LÊ E ESCREVE,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SEPARADO JUDICIALMENTE,ANALFABETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL COMPLETO,12,3,0.25,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL INCOMPLETO,56,27,0.4821,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO COMPLETO,18,9,0.5,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO INCOMPLETO,12,2,0.1667,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SEPARADO JUDICIALMENTE,LÊ E ESCREVE,15,4,0.2667,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SEPARADO JUDICIALMENTE,SUPERIOR COMPLETO,5,2,0.4,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SEPARADO JUDICIALMENTE,SUPERIOR INCOMPLETO,5,1,0.2,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SOLTEIRO,ANALFABETO,120,37,0.3083,0,5,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL COMPLETO,193,64,0.3316,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL INCOMPLETO,879,261,0.2969,0,3,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SOLTEIRO,ENSINO MÉDIO COMPLETO,289,140,0.4844,0,3,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SOLTEIRO,ENSINO MÉDIO INCOMPLETO,139,37,0.2662,0,1,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SOLTEIRO,LÊ E ESCREVE,221,46,0.2081,0,1,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SOLTEIRO,SUPERIOR COMPLETO,76,50,0.6579,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,SOLTEIRO,SUPERIOR INCOMPLETO,24,9,0.375,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,VIÚVO,ANALFABETO,9,7,0.7778,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,VIÚVO,ENSINO FUNDAMENTAL COMPLETO,26,11,0.4231,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,VIÚVO,ENSINO FUNDAMENTAL INCOMPLETO,100,69,0.69,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,VIÚVO,ENSINO MÉDIO COMPLETO,46,40,0.8696,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,VIÚVO,ENSINO MÉDIO INCOMPLETO,12,7,0.5833,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,VIÚVO,LÊ E ESCREVE,24,14,0.5833,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,VIÚVO,SUPERIOR COMPLETO,7,5,0.7143,0,0,2022-07-11 22:32:34
FEMININO,55 a 59 anos                  ,VIÚVO,SUPERIOR INCOMPLETO,5,4,0.8,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,CASADO,ANALFABETO,101,28,0.2772,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,CASADO,ENSINO FUNDAMENTAL COMPLETO,283,136,0.4806,0,4,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,CASADO,ENSINO FUNDAMENTAL INCOMPLETO,1245,460,0.3695,0,4,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,CASADO,ENSINO MÉDIO COMPLETO,316,204,0.6456,0,3,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,CASADO,ENSINO MÉDIO INCOMPLETO,109,49,0.4495,0,2,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,CASADO,LÊ E ESCREVE,413,106,0.2567,0,4,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,CASADO,SUPERIOR COMPLETO,113,74,0.6549,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,CASADO,SUPERIOR INCOMPLETO,24,10,0.4167,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,DIVORCIADO,ANALFABETO,9,5,0.5556,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL COMPLETO,44,26,0.5909,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL INCOMPLETO,184,119,0.6467,0,4,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,DIVORCIADO,ENSINO MÉDIO COMPLETO,106,78,0.7358,0,1,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,DIVORCIADO,ENSINO MÉDIO INCOMPLETO,19,16,0.8421,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,DIVORCIADO,LÊ E ESCREVE,26,16,0.6154,0,1,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,DIVORCIADO,SUPERIOR COMPLETO,39,33,0.8462,0,1,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,DIVORCIADO,SUPERIOR INCOMPLETO,6,4,0.6667,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,NÃO INFORMADO,ENSINO FUNDAMENTAL INCOMPLETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SEPARADO JUDICIALMENTE,ANALFABETO,3,0,0,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL COMPLETO,14,5,0.3571,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL INCOMPLETO,57,28,0.4912,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO COMPLETO,16,7,0.4375,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO INCOMPLETO,6,2,0.3333,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SEPARADO JUDICIALMENTE,LÊ E ESCREVE,17,3,0.1765,0,1,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SEPARADO JUDICIALMENTE,SUPERIOR COMPLETO,9,6,0.6667,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SOLTEIRO,ANALFABETO,73,18,0.2466,0,2,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL COMPLETO,140,52,0.3714,0,2,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL INCOMPLETO,506,205,0.4051,0,4,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SOLTEIRO,ENSINO MÉDIO COMPLETO,143,93,0.6503,0,2,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SOLTEIRO,ENSINO MÉDIO INCOMPLETO,43,24,0.5581,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SOLTEIRO,LÊ E ESCREVE,169,42,0.2485,0,2,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SOLTEIRO,SUPERIOR COMPLETO,56,38,0.6786,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,SOLTEIRO,SUPERIOR INCOMPLETO,16,10,0.625,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,VIÚVO,ANALFABETO,18,9,0.5,0,1,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,VIÚVO,ENSINO FUNDAMENTAL COMPLETO,36,23,0.6389,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,VIÚVO,ENSINO FUNDAMENTAL INCOMPLETO,186,118,0.6344,0,3,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,VIÚVO,ENSINO MÉDIO COMPLETO,63,52,0.8254,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,VIÚVO,ENSINO MÉDIO INCOMPLETO,20,14,0.7,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,VIÚVO,LÊ E ESCREVE,38,21,0.5526,0,1,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,VIÚVO,SUPERIOR COMPLETO,16,11,0.6875,0,0,2022-07-11 22:32:34
FEMININO,60 a 64 anos                  ,VIÚVO,SUPERIOR INCOMPLETO,6,4,0.6667,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,CASADO,ANALFABETO,159,49,0.3082,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,CASADO,ENSINO FUNDAMENTAL COMPLETO,180,73,0.4056,0,3,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,CASADO,ENSINO FUNDAMENTAL INCOMPLETO,965,404,0.4187,0,17,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,CASADO,ENSINO MÉDIO COMPLETO,172,109,0.6337,0,2,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,CASADO,ENSINO MÉDIO INCOMPLETO,62,32,0.5161,0,3,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,CASADO,LÊ E ESCREVE,401,124,0.3092,0,6,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,CASADO,SUPERIOR COMPLETO,73,39,0.5342,0,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,CASADO,SUPERIOR INCOMPLETO,12,6,0.5,0,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,DIVORCIADO,ANALFABETO,19,12,0.6316,0,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL COMPLETO,41,30,0.7317,0,2,2022-07-11 22:32:34
